"probe_id","gene_symbol","gene_name","gene_id"
"ILMN_1896366","","",""
"ILMN_1896370","","",""
"ILMN_1896374","","",""
"ILMN_1896406","ZXDA","zinc finger, X-linked, duplicated A","7789"
"ILMN_1896420","","",""
"ILMN_1896431","LOC105371307","uncharacterized LOC105371307","105371307"
"ILMN_1896441","","",""
"ILMN_1896447","","",""
"ILMN_1896448","","",""
"ILMN_1896455","","",""
"ILMN_1896458","","",""
"ILMN_1896459","C11orf95","chromosome 11 open reading frame 95","65998"
"ILMN_1896462","","",""
"ILMN_1896471","","",""
"ILMN_1896474","","",""
"ILMN_1896496","","",""
"ILMN_1896498","LINC00674","long intergenic non-protein coding RNA 674","100499466"
"ILMN_1896514","LOC100996263","uncharacterized LOC100996263","100996263"
"ILMN_1896524","","",""
"ILMN_1896530","","",""
"ILMN_1896550","","",""
"ILMN_1896552","","",""
"ILMN_1896554","","",""
"ILMN_1896560","","",""
"ILMN_1896562","TNKS2-AS1","TNKS2 antisense RNA 1 (head to head)","100507633"
"ILMN_1896565","","",""
"ILMN_1896584","","",""
"ILMN_1896588","","",""
"ILMN_1896590","","",""
"ILMN_1896591","","",""
"ILMN_1896596","","",""
"ILMN_1896602","","",""
"ILMN_1896614","","",""
"ILMN_1896625","","",""
"ILMN_1896626","","",""
"ILMN_1896630","","",""
"ILMN_1896634","","",""
"ILMN_1896637","","",""
"ILMN_1896648","","",""
"ILMN_1896649","RCAN3","RCAN family member 3","11123"
"ILMN_1896653","","",""
"ILMN_1896659","","",""
"ILMN_1896662","","",""
"ILMN_1896677","","",""
"ILMN_1896679","","",""
"ILMN_1896682","","",""
"ILMN_1896690","","",""
"ILMN_1896691","","",""
"ILMN_1896697","LOC101928851","uncharacterized LOC101928851","101928851"
"ILMN_1896699","","",""
"ILMN_1896703","","",""
"ILMN_1896714","LOC100506207","uncharacterized LOC100506207","100506207"
"ILMN_1896717","","",""
"ILMN_1896721","","",""
"ILMN_1896728","","",""
"ILMN_1896737","","",""
"ILMN_1896741","LINC00570","long intergenic non-protein coding RNA 570","100874055"
"ILMN_1896751","","",""
"ILMN_1896761","","",""
"ILMN_1896762","","",""
"ILMN_1896767","","",""
"ILMN_1896776","","",""
"ILMN_1896788","","",""
"ILMN_1896790","","",""
"ILMN_1896800","","",""
"ILMN_1896808","","",""
"ILMN_1896815","","",""
"ILMN_1896830","","",""
"ILMN_1896838","","",""
"ILMN_1896858","","",""
"ILMN_1896861","","",""
"ILMN_1896872","","",""
"ILMN_1896892","","",""
"ILMN_1896906","","",""
"ILMN_1896908","","",""
"ILMN_1896914","","",""
"ILMN_1896916","","",""
"ILMN_1896922","","",""
"ILMN_1896924","","",""
"ILMN_1896935","DNAH12","dynein axonemal heavy chain 12","201625"
"ILMN_1896936","","",""
"ILMN_1896943","","",""
"ILMN_1896952","","",""
"ILMN_1896959","","",""
"ILMN_1896967","","",""
"ILMN_1896997","","",""
"ILMN_1897004","LINC01411","long intergenic non-protein coding RNA 1411","101928176"
"ILMN_1897013","LOC728323","uncharacterized LOC728323","728323"
"ILMN_1897015","","",""
"ILMN_1897028","","",""
"ILMN_1897057","","",""
"ILMN_1897064","","",""
"ILMN_1897069","","",""
"ILMN_1897084","","",""
"ILMN_1897091","","",""
"ILMN_1897094","","",""
"ILMN_1897103","","",""
"ILMN_1897107","","",""
"ILMN_1897108","","",""
"ILMN_1897110","","",""
"ILMN_1897121","","",""
"ILMN_1897133","","",""
"ILMN_1897135","","",""
"ILMN_1897141","","",""
"ILMN_1897142","","",""
"ILMN_1897147","","",""
"ILMN_1897149","","",""
"ILMN_1897160","","",""
"ILMN_1897163","","",""
"ILMN_1897171","","",""
"ILMN_1897178","","",""
"ILMN_1897187","","",""
"ILMN_1897196","","",""
"ILMN_1897200","LOC101928516","uncharacterized LOC101928516","101928516"
"ILMN_1897209","","",""
"ILMN_1897213","","",""
"ILMN_1897218","GS52","uncharacterized LOC100287301","100287301"
"ILMN_1897224","","",""
"ILMN_1897230","","",""
"ILMN_1897232","","",""
"ILMN_1897240","","",""
"ILMN_1897243","","",""
"ILMN_1897251","","",""
"ILMN_1897253","FAM155A-IT1","FAM155A intronic transcript 1","100874375"
"ILMN_1897254","","",""
"ILMN_1897267","LOC100130268","uncharacterized LOC100130268","100130268"
"ILMN_1897268","","",""
"ILMN_1897279","RERG-AS1","RERG antisense RNA 1","100873980"
"ILMN_1897285","","",""
"ILMN_1897287","","",""
"ILMN_1897290","","",""
"ILMN_1897294","","",""
"ILMN_1897296","","",""
"ILMN_1897298","LOC145678","uncharacterized LOC145678","145678"
"ILMN_1897299","LOC101927070","uncharacterized LOC101927070","101927070"
"ILMN_1897300","","",""
"ILMN_1897301","PLCH1-AS1","PLCH1 antisense RNA 1","100874035"
"ILMN_1897310","","",""
"ILMN_1897319","LGSN","lengsin, lens protein with glutamine synthetase domain","51557"
"ILMN_1897321","","",""
"ILMN_1897333","","",""
"ILMN_1897334","APCDD1L-AS1","APCDD1L antisense RNA 1 (head to head)","149773"
"ILMN_1897340","","",""
"ILMN_1897346","","",""
"ILMN_1897348","","",""
"ILMN_1897349","","",""
"ILMN_1897353","","",""
"ILMN_1897363","","",""
"ILMN_1897369","","",""
"ILMN_1897376","","",""
"ILMN_1897387","","",""
"ILMN_1897405","","",""
"ILMN_1897421","","",""
"ILMN_1897448","","",""
"ILMN_1897490","CCDC37-AS1","CCDC37 antisense RNA 1 (head to head)","100506907"
"ILMN_1897506","","",""
"ILMN_1897508","LINC01037","long intergenic non-protein coding RNA 1037","106144535"
"ILMN_1897516","","",""
"ILMN_1897536","","",""
"ILMN_1897545","","",""
"ILMN_1897557","","",""
"ILMN_1897560","LINC01248","long intergenic non-protein coding RNA 1248","102723818"
"ILMN_1897576","","",""
"ILMN_1897577","","",""
"ILMN_1897579","","",""
"ILMN_1897612","","",""
"ILMN_1897622","LINC00658","long intergenic non-protein coding RNA 658","100507629"
"ILMN_1897623","","",""
"ILMN_1897627","","",""
"ILMN_1897629","","",""
"ILMN_1897635","","",""
"ILMN_1897636","","",""
"ILMN_1897644","","",""
"ILMN_1897647","","",""
"ILMN_1897650","","",""
"ILMN_1897651","","",""
"ILMN_1897655","","",""
"ILMN_1897661","","",""
"ILMN_1897675","","",""
"ILMN_1897682","","",""
"ILMN_1897683","","",""
"ILMN_1897701","","",""
"ILMN_1897725","LOC101927421","uncharacterized LOC101927421","101927421"
"ILMN_1897736","","",""
"ILMN_1897740","","",""
"ILMN_1897741","MARCH6","membrane associated ring-CH-type finger 6","10299"
"ILMN_1897743","","",""
"ILMN_1897745","","",""
"ILMN_1897746","","",""
"ILMN_1897747","","",""
"ILMN_1897758","","",""
"ILMN_1897770","","",""
"ILMN_1897774","","",""
"ILMN_1897776","","",""
"ILMN_1897777","","",""
"ILMN_1897789","","",""
"ILMN_1897793","","",""
"ILMN_1897796","","",""
"ILMN_1897798","","",""
"ILMN_1897864","CYP19A1","cytochrome P450 family 19 subfamily A member 1","1588"
"ILMN_1897867","","",""
"ILMN_1897884","","",""
"ILMN_1897885","","",""
"ILMN_1897886","LINC00443","long intergenic non-protein coding RNA 443","100874173"
"ILMN_1897889","LOC102724612","uncharacterized LOC102724612","102724612"
"ILMN_1897890","PACRG-AS2","PACRG antisense RNA 2","101929239"
"ILMN_1897891","","",""
"ILMN_1897900","LOC101927815","uncharacterized LOC101927815","101927815"
"ILMN_1897904","","",""
"ILMN_1897910","","",""
"ILMN_1897911","","",""
"ILMN_1897914","","",""
"ILMN_1897931","","",""
"ILMN_1897932","AGBL4","ATP/GTP binding protein like 4","84871"
"ILMN_1897965","","",""
"ILMN_1897968","","",""
"ILMN_1897973","","",""
"ILMN_1897980","","",""
"ILMN_1897987","","",""
"ILMN_1897989","","",""
"ILMN_1898003","","",""
"ILMN_1898004","","",""
"ILMN_1898011","","",""
"ILMN_1898022","","",""
"ILMN_1898023","LOC100131174","uncharacterized LOC100131174","100131174"
"ILMN_1898025","","",""
"ILMN_1898040","","",""
"ILMN_1898045","","",""
"ILMN_1898048","","",""
"ILMN_1898059","","",""
"ILMN_1898062","","",""
"ILMN_1898071","","",""
"ILMN_1898077","","",""
"ILMN_1898096","LOC102467216","uncharacterized LOC102467216","102467216"
"ILMN_1898102","","",""
"ILMN_1898104","","",""
"ILMN_1898107","","",""
"ILMN_1898109","","",""
"ILMN_1898114","","",""
"ILMN_1898116","","",""
"ILMN_1898124","SNHG15","small nucleolar RNA host gene 15","285958"
"ILMN_1898130","","",""
"ILMN_1898136","","",""
"ILMN_1898138","","",""
"ILMN_1898139","","",""
"ILMN_1898149","","",""
"ILMN_1898159","","",""
"ILMN_1898160","","",""
"ILMN_1898165","","",""
"ILMN_1898169","","",""
"ILMN_1898176","","",""
"ILMN_1898179","","",""
"ILMN_1898190","","",""
"ILMN_1898194","","",""
"ILMN_1898195","LOC105374729","uncharacterized LOC105374729","105374729"
"ILMN_1898198","","",""
"ILMN_1898209","","",""
"ILMN_1898210","","",""
"ILMN_1898211","","",""
"ILMN_1898216","FLJ32742","uncharacterized locus FLJ32742","439944"
"ILMN_1898222","","",""
"ILMN_1898223","","",""
"ILMN_1898234","","",""
"ILMN_1898235","LINC00563","long intergenic non-protein coding RNA 563","100861554"
"ILMN_1898242","LOC102723557","uncharacterized LOC102723557","102723557"
"ILMN_1898253","","",""
"ILMN_1898255","","",""
"ILMN_1898256","","",""
"ILMN_1898264","LOC100506937","uncharacterized LOC100506937","100506937"
"ILMN_1898268","","",""
"ILMN_1898270","","",""
"ILMN_1898273","","",""
"ILMN_1898274","","",""
"ILMN_1898304","","",""
"ILMN_1898311","","",""
"ILMN_1898312","","",""
"ILMN_1898314","","",""
"ILMN_1898322","","",""
"ILMN_1898323","","",""
"ILMN_1898325","","",""
"ILMN_1898332","","",""
"ILMN_1898341","","",""
"ILMN_1898349","","",""
"ILMN_1898350","","",""
"ILMN_1898355","HIF1AN","hypoxia inducible factor 1 alpha subunit inhibitor","55662"
"ILMN_1898356","","",""
"ILMN_1898362","","",""
"ILMN_1898364","","",""
"ILMN_1898368","","",""
"ILMN_1898374","","",""
"ILMN_1898376","","",""
"ILMN_1898394","","",""
"ILMN_1898404","CACNA1C","calcium voltage-gated channel subunit alpha1 C","775"
"ILMN_1898409","","",""
"ILMN_1898414","","",""
"ILMN_1898423","","",""
"ILMN_1898451","","",""
"ILMN_1898453","","",""
"ILMN_1898454","","",""
"ILMN_1898466","","",""
"ILMN_1898471","","",""
"ILMN_1898476","","",""
"ILMN_1898482","","",""
"ILMN_1898486","","",""
"ILMN_1898518","GFRA1","GDNF family receptor alpha 1","2674"
"ILMN_1898529","","",""
"ILMN_1898530","","",""
"ILMN_1898531","","",""
"ILMN_1898552","","",""
"ILMN_1898561","","",""
"ILMN_1898566","","",""
"ILMN_1898567","","",""
"ILMN_1898576","","",""
"ILMN_1898590","","",""
"ILMN_1898595","","",""
"ILMN_1898596","","",""
"ILMN_1898605","","",""
"ILMN_1898627","","",""
"ILMN_1898639","","",""
"ILMN_1898653","","",""
"ILMN_1898662","","",""
"ILMN_1898665","","",""
"ILMN_1898670","","",""
"ILMN_1898681","","",""
"ILMN_1898682","PHIP","pleckstrin homology domain interacting protein","55023"
"ILMN_1898684","","",""
"ILMN_1898688","","",""
"ILMN_1898691","","",""
"ILMN_1898692","","",""
"ILMN_1898695","","",""
"ILMN_1898697","","",""
"ILMN_1898702","","",""
"ILMN_1898703","","",""
"ILMN_1898705","LINC00354","long intergenic non-protein coding RNA 354","101928616"
"ILMN_1898718","","",""
"ILMN_1898723","SLC9A7","solute carrier family 9 member A7","84679"
"ILMN_1898727","","",""
"ILMN_1898748","","",""
"ILMN_1898771","","",""
"ILMN_1898776","","",""
"ILMN_1898785","","",""
"ILMN_1898796","","",""
"ILMN_1898799","","",""
"ILMN_1898804","","",""
"ILMN_1898813","","",""
"ILMN_1898818","","",""
"ILMN_1898825","","",""
"ILMN_1898826","","",""
"ILMN_1898845","LOC101928618","uncharacterized LOC101928618","101928618"
"ILMN_1898847","SMIM10L1","small integral membrane protein 10 like 1","100129361"
"ILMN_1898853","","",""
"ILMN_1898856","","",""
"ILMN_1898863","","",""
"ILMN_1898876","","",""
"ILMN_1898880","","",""
"ILMN_1898917","","",""
"ILMN_1898928","","",""
"ILMN_1898936","","",""
"ILMN_1898938","","",""
"ILMN_1898949","LOC105379499///FLJ45482","uncharacterized LOC105379499///uncharacterized LOC645566","105379499///645566"
"ILMN_1898953","","",""
"ILMN_1898965","","",""
"ILMN_1898984","","",""
"ILMN_1898985","","",""
"ILMN_1898998","","",""
"ILMN_1898999","PIH2","pregnancy-induced hypertension syndrome-related protein","100288139"
"ILMN_1899003","","",""
"ILMN_1899012","","",""
"ILMN_1899014","","",""
"ILMN_1899018","","",""
"ILMN_1899026","","",""
"ILMN_1899033","","",""
"ILMN_1899034","LOC728084","uncharacterized LOC728084","728084"
"ILMN_1899037","","",""
"ILMN_1899048","","",""
"ILMN_1899051","LINC01422","long intergenic non-protein coding RNA 1422","101929539"
"ILMN_1899053","","",""
"ILMN_1899061","","",""
"ILMN_1899067","","",""
"ILMN_1899081","","",""
"ILMN_1899088","","",""
"ILMN_1899093","","",""
"ILMN_1899105","","",""
"ILMN_1899116","","",""
"ILMN_1899120","","",""
"ILMN_1899121","","",""
"ILMN_1899138","","",""
"ILMN_1899143","","",""
"ILMN_1899147","","",""
"ILMN_1899151","","",""
"ILMN_1899172","","",""
"ILMN_1899178","","",""
"ILMN_1899183","","",""
"ILMN_1899202","","",""
"ILMN_1899221","","",""
"ILMN_1899222","CDRT8","CMT1A duplicated region transcript 8","94151"
"ILMN_1899231","LINC01598","long intergenic non-protein coding RNA 1598","105379478"
"ILMN_1899245","","",""
"ILMN_1899285","","",""
"ILMN_1899286","","",""
"ILMN_1899313","","",""
"ILMN_1899317","","",""
"ILMN_1899327","","",""
"ILMN_1899338","HGC6.3","uncharacterized LOC100128124","100128124"
"ILMN_1899341","","",""
"ILMN_1899346","","",""
"ILMN_1899351","","",""
"ILMN_1899359","","",""
"ILMN_1899387","","",""
"ILMN_1899392","","",""
"ILMN_1899398","LOC104613533","uncharacterized LOC104613533","104613533"
"ILMN_1899400","","",""
"ILMN_1899404","ROR1","receptor tyrosine kinase like orphan receptor 1","4919"
"ILMN_1899407","","",""
"ILMN_1899416","","",""
"ILMN_1899417","LOC101927480","uncharacterized LOC101927480","101927480"
"ILMN_1899420","","",""
"ILMN_1899424","","",""
"ILMN_1899428","","",""
"ILMN_1899431","","",""
"ILMN_1899432","","",""
"ILMN_1899434","","",""
"ILMN_1899435","","",""
"ILMN_1899437","","",""
"ILMN_1899445","","",""
"ILMN_1899449","","",""
"ILMN_1899453","","",""
"ILMN_1899461","","",""
"ILMN_1899474","","",""
"ILMN_1899479","","",""
"ILMN_1899499","KCCAT333","renal clear cell carcinoma-associated transcript 333","102659288"
"ILMN_1899502","","",""
"ILMN_1899524","","",""
"ILMN_1899542","","",""
"ILMN_1899549","","",""
"ILMN_1899555","","",""
"ILMN_1899567","","",""
"ILMN_1899586","","",""
"ILMN_1899590","","",""
"ILMN_1899601","","",""
"ILMN_1899602","","",""
"ILMN_1899624","","",""
"ILMN_1899628","","",""
"ILMN_1899637","","",""
"ILMN_1899638","","",""
"ILMN_1899649","","",""
"ILMN_1899651","","",""
"ILMN_1899654","","",""
"ILMN_1899661","","",""
"ILMN_1899662","","",""
"ILMN_1899664","","",""
"ILMN_1899666","","",""
"ILMN_1899673","","",""
"ILMN_1899686","","",""
"ILMN_1899690","","",""
"ILMN_1899693","","",""
"ILMN_1899695","","",""
"ILMN_1899696","","",""
"ILMN_1899701","","",""
"ILMN_1899709","","",""
"ILMN_1899713","","",""
"ILMN_1899719","","",""
"ILMN_1899729","","",""
"ILMN_1899739","","",""
"ILMN_1899741","","",""
"ILMN_1899742","","",""
"ILMN_1899744","","",""
"ILMN_1899756","","",""
"ILMN_1899757","","",""
"ILMN_1899760","LOC153577","uncharacterized LOC153577","153577"
"ILMN_1899762","","",""
"ILMN_1899777","","",""
"ILMN_1899780","","",""
"ILMN_1899787","","",""
"ILMN_1899799","","",""
"ILMN_1899842","ELK4","ELK4, ETS transcription factor","2005"
"ILMN_1899848","","",""
"ILMN_1899850","","",""
"ILMN_1899852","","",""
"ILMN_1899871","","",""
"ILMN_1899886","","",""
"ILMN_1899890","","",""
"ILMN_1899902","","",""
"ILMN_1899903","","",""
"ILMN_1899915","","",""
"ILMN_1899917","BACE2-IT1///PLAC4","BACE2 intronic transcript 1///placenta specific 4","282569///191585"
"ILMN_1899922","","",""
"ILMN_1899936","TMEM99","transmembrane protein 99","147184"
"ILMN_1899940","AZIN1-AS1","AZIN1 antisense RNA 1","100506753"
"ILMN_1899942","","",""
"ILMN_1899960","","",""
"ILMN_1899963","","",""
"ILMN_1899967","","",""
"ILMN_1899977","","",""
"ILMN_1899979","","",""
"ILMN_1899986","","",""
"ILMN_1900011","","",""
"ILMN_1900012","","",""
"ILMN_1900030","","",""
"ILMN_1900049","","",""
"ILMN_1900051","","",""
"ILMN_1900062","","",""
"ILMN_1900063","","",""
"ILMN_1900077","","",""
"ILMN_1900083","","",""
"ILMN_1900092","","",""
"ILMN_1900110","","",""
"ILMN_1900111","","",""
"ILMN_1900119","","",""
"ILMN_1900123","","",""
"ILMN_1900136","","",""
"ILMN_1900137","","",""
"ILMN_1900142","","",""
"ILMN_1900146","","",""
"ILMN_1900148","","",""
"ILMN_1900151","","",""
"ILMN_1900154","","",""
"ILMN_1900157","","",""
"ILMN_1900159","","",""
"ILMN_1900162","","",""
"ILMN_1900176","","",""
"ILMN_1900181","C20orf78","chromosome 20 open reading frame 78","100128496"
"ILMN_1900186","","",""
"ILMN_1900190","","",""
"ILMN_1900196","","",""
"ILMN_1900202","","",""
"ILMN_1900204","","",""
"ILMN_1900207","","",""
"ILMN_1900217","","",""
"ILMN_1900221","","",""
"ILMN_1900224","LOC101929084","uncharacterized LOC101929084","101929084"
"ILMN_1900229","","",""
"ILMN_1900230","","",""
"ILMN_1900231","","",""
"ILMN_1900235","LOC103611081","uncharacterized LOC103611081","103611081"
"ILMN_1900238","","",""
"ILMN_1900248","","",""
"ILMN_1900250","","",""
"ILMN_1900253","","",""
"ILMN_1900254","","",""
"ILMN_1900263","","",""
"ILMN_1900270","","",""
"ILMN_1900275","","",""
"ILMN_1900276","","",""
"ILMN_1900277","","",""
"ILMN_1900293","","",""
"ILMN_1900295","LOC101928591","uncharacterized LOC101928591","101928591"
"ILMN_1900301","","",""
"ILMN_1900305","","",""
"ILMN_1900307","LINC01310","long intergenic non-protein coding RNA 1310","100128946"
"ILMN_1900318","","",""
"ILMN_1900326","","",""
"ILMN_1900329","","",""
"ILMN_1900330","","",""
"ILMN_1900340","","",""
"ILMN_1900343","ADCYAP1","adenylate cyclase activating polypeptide 1","116"
"ILMN_1900344","","",""
"ILMN_1900347","","",""
"ILMN_1900356","","",""
"ILMN_1900357","","",""
"ILMN_1900358","","",""
"ILMN_1900371","","",""
"ILMN_1900373","","",""
"ILMN_1900388","","",""
"ILMN_1900412","","",""
"ILMN_1900426","","",""
"ILMN_1900430","","",""
"ILMN_1900435","","",""
"ILMN_1900442","","",""
"ILMN_1900445","","",""
"ILMN_1900448","","",""
"ILMN_1900456","XPO4","exportin 4","64328"
"ILMN_1900457","AKAIN1","A kinase (PRKA) anchor inhibitor 1","642597"
"ILMN_1900458","","",""
"ILMN_1900463","","",""
"ILMN_1900471","","",""
"ILMN_1900475","","",""
"ILMN_1900477","","",""
"ILMN_1900490","","",""
"ILMN_1900496","","",""
"ILMN_1900501","","",""
"ILMN_1900510","","",""
"ILMN_1900513","","",""
"ILMN_1900520","RNF217","ring finger protein 217","154214"
"ILMN_1900527","","",""
"ILMN_1900531","","",""
"ILMN_1900540","","",""
"ILMN_1900541","","",""
"ILMN_1900544","GABRG3-AS1","GABRG3 antisense RNA 1","101928869"
"ILMN_1900570","","",""
"ILMN_1900573","LL22NC03-75H12.2","uncharacterized LOC101927722","101927722"
"ILMN_1900577","","",""
"ILMN_1900584","","",""
"ILMN_1900588","","",""
"ILMN_1900595","","",""
"ILMN_1900604","","",""
"ILMN_1900611","","",""
"ILMN_1900615","AMER3","APC membrane recruitment protein 3","205147"
"ILMN_1900622","","",""
"ILMN_1900624","","",""
"ILMN_1900628","","",""
"ILMN_1900639","","",""
"ILMN_1900648","","",""
"ILMN_1900649","C18orf61","uncharacterized LOC497259","497259"
"ILMN_1900650","","",""
"ILMN_1900652","","",""
"ILMN_1900654","","",""
"ILMN_1900657","","",""
"ILMN_1900659","","",""
"ILMN_1900661","","",""
"ILMN_1900664","","",""
"ILMN_1900666","","",""
"ILMN_1900671","","",""
"ILMN_1900675","","",""
"ILMN_1900714","","",""
"ILMN_1900718","","",""
"ILMN_1900732","","",""
"ILMN_1900733","","",""
"ILMN_1900734","ITCH-IT1","ITCH intronic transcript 1","100874302"
"ILMN_1900758","IFT74-AS1","IFT74 antisense RNA 1","101929602"
"ILMN_1900759","","",""
"ILMN_1900781","","",""
"ILMN_1900782","","",""
"ILMN_1900787","","",""
"ILMN_1900789","LOC101928569","uncharacterized LOC101928569","101928569"
"ILMN_1900795","","",""
"ILMN_1900810","","",""
"ILMN_1900816","","",""
"ILMN_1900825","","",""
"ILMN_1900843","","",""
"ILMN_1900845","LOC101927822","uncharacterized LOC101927822","101927822"
"ILMN_1900846","","",""
"ILMN_1900849","","",""
"ILMN_1900850","","",""
"ILMN_1900857","","",""
"ILMN_1900858","","",""
"ILMN_1900861","","",""
"ILMN_1900865","","",""
"ILMN_1900875","","",""
"ILMN_1900886","","",""
"ILMN_1900888","","",""
"ILMN_1900902","","",""
"ILMN_1900914","","",""
"ILMN_1900915","","",""
"ILMN_1900919","","",""
"ILMN_1900922","","",""
"ILMN_1900929","","",""
"ILMN_1900931","","",""
"ILMN_1900949","","",""
"ILMN_1900950","","",""
"ILMN_1900982","","",""
"ILMN_1900987","","",""
"ILMN_1900991","","",""
"ILMN_1900994","LOC100506159","uncharacterized LOC100506159","100506159"
"ILMN_1900998","MYO9A","myosin IXA","4649"
"ILMN_1901002","","",""
"ILMN_1901003","","",""
"ILMN_1901009","","",""
"ILMN_1901013","","",""
